Laptop Model,Features,Price,Links
Acer AV15-51-75QQ (NX.AYCAA.002) ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': '(1920 x 1080) Widescreen LED-Backlit IPS Display (100% sRGB & 300nit Brightness)', 'Processor': 'Intel Core i7 (11th Gen)', 'Processor Model': '1195G7', 'Cache': '12 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '363 x 239 x 18', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '7.5 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit', 'Fingerprint Scanner': 'Yes'}","Rs. 1,20,155",https://pricebaba.com/laptop/acer-av15-51-75qq-acirc-euro-nx-aycaa-002-16gb-512gb-ssd-windows
Acer OLED SF314-71 (NX.K9PSI.003) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '2880 x 1800 pixels', 'Display Type': 'OLED', 'Display Feature': 'WQXGA Display With OLED (Organic Light-Emitting Diode) Technology, High-Brightness (400 Nits) Acer CineCrystal', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (12th Gen)', 'Processor Model': '12500H', 'Processor Clock Speed': '2.5GHz', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR5', 'Hard Drive Capacity': '512GB', 'Weight': '1.4 Kg', 'Dimensions (mm)': '312.9 x 214 x 17.9', 'Colour': 'Luxury Gold', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': '83-/84-/87-Key Full-Size FineTip Backlit Keyboard With International Language Support'}","Rs. 59,900",https://pricebaba.com/laptop/acer-oled-sf314-71-nx-k9psi-003-intel-core-i5-12th-gen-8gb-512gb-ssd-windows
Asus 15 OLED E1504GA-NJ321WS ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) Anti-Glare Display Having 16:09 Aspect Ratio, 60Hz Refresh Rate, 250 Nits Brightness', 'Touchscreen': 'No', 'Processor': 'Intel Core i3 (12th Gen)', 'Processor Model': 'N305', 'Processor Clock Speed': '3.4GHz', 'Cache': '6 MB', 'Graphics Processor': 'Intel UHD', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.63 Kg', 'Dimensions (mm)': '360.3 x 232.5 x 17.9', 'Colour': 'Cool Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '45 W', 'Battery Life (Up to)': '6 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard'}","Rs. 37,890",https://pricebaba.com/laptop/asus-15-oled-e1504ga-nj321ws-8gb-512gb-ssd-windows
Asus FX506HF-HN026W ( 8GB 1TB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) 16:9 250nits, 144Hz Refresh Rate, vIPS-Level Anti-Glare Display, Contrast Ratio: 1000:1 With Adaptive-Sync', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '11400H', 'Processor Clock Speed': '2.7GHz', 'Cache': '12 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 2050', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '1TB', 'Weight': '2.30 Kg', 'Dimensions (mm)': '432 x 334 x 10.6', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'USB 3.0': 'Yes, 3', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '150 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 61,990",https://pricebaba.com/laptop/asus-fx506hf-hn026w-8gb-1tb-ssd-4gb-graphics-windows
Asus X1502VA-NJ541WS ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) 16:9 Aspect Ratio, 60Hz Refresh Rate Display, 45% NTSC Color Gamut Anti-Glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (13th Gen)', 'Processor Model': '13500H', 'Processor Clock Speed': '4.7GHz', 'Cache': '18 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.70 Kg', 'Dimensions (mm)': '482.9 x 295 x 67', 'Colour': 'Quiet Blue', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '6 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit'}","Rs. 63,990",https://pricebaba.com/laptop/asus-x1502va-nj541ws-16gb-512gb-ssd-windows
Dell 14 5406 (D560367WIN9S) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'LED Anti-glare Display', 'Touchscreen': 'Yes', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '1135G7', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'Intel Iris Xe', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.72 Kg', 'Colour': 'Titan Grey', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.0', 'Optical Drive': 'No', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '53 W AC Adapter W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Po', 'Pointing Device': 'Touchpad with Multi-Touch Gestures Enabled', 'Keyboard': 'Standard Notebook Keyboard', 'Fingerprint Scanner': 'No'}","Rs. 79,500",https://pricebaba.com/laptop/dell-14-5406-d560367win9s-8gb-windows
Asus 16X M1603QA-MB512WS ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16 inch(40.64 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Touchscreen': 'No', 'Processor': 'AMD Hexa-Core Ryzen 5', 'Processor Model': '5600H', 'Graphics Processor': 'AMD Radeon Vega 7', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Colour': 'Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '3 Hrs', 'Battery Type': 'Li-Ion'}","Rs. 51,990",https://pricebaba.com/laptop/asus-16x-m1603qa-mb512ws-16gb-512gb-ssd-windows
Asus FX506HF-HN024W ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920 x 1080) 16:9, Value IPS-Level, Anti-Glare Display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Optimus', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '11400H', 'Processor Clock Speed': '2.7GHz', 'Cache': '12 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 2050', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '2.30 Kg', 'Dimensions (mm)': '359 x 256 x 24.5', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.3', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'AI Noise-Canceling Technology Support Microsoft Cortana Near Field/Far Field', 'Webcam': 'Yes', 'Adapter': '150 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard'}","Rs. 57,990",https://pricebaba.com/laptop/asus-fx506hf-hn024w-8gb-512gb-ssd-4gb-graphics-windows
HP 15-fd0013TU (7P705PA) ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F, Micro-Edge, Anti-Glare, Brightness: 250 Nits, Color Gamut: 45%NTSC', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (13th Gen)', 'Processor Model': '1335U', 'Processor Clock Speed': '3.4GHz', 'Cache': '12 MB', 'Graphics Processor': 'Intel Integrated', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.6 Kg', 'Dimensions (mm)': '358 x 242 x 19.9', 'Colour': 'Natural Silver', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.3', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Full-Size, Backlit Soft Grey Keyboard With Numeric Keypad'}","Rs. 65,990",https://pricebaba.com/laptop/hp-15-fd0013tu-7p705pa-16gb-512gb-ssd-windows
HP 14-ca000nr (7ZU92UA) ( 4GB ) Laptop,"{'Operating System': 'Google Chrome', 'Screen Size': '14 inch(35.56 cm)', 'Screen Resolution': '1366 x 768 pixels', 'Display Feature': 'Diagonal SVA Anti-Glare WLED-Backlit', 'Touchscreen': 'No', 'Processor': 'Intel Celeron Dual-Core', 'Processor Model': 'N3350', 'Processor Clock Speed': '1.1GHz', 'Cache': '2 MB', 'Graphics Processor': 'Intel HD 500', 'RAM': '4GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR4', 'RAM Speed': '2400MHz', 'Weight': '1.62 Kg', 'Dimensions (mm)': '337 x 226 x 17.9', 'Colour': 'Black', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 2', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.2', 'USB Type C': 'Yes, 2', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '11.30 Hrs', 'Battery Cell': '2 Cell', 'Battery Type': 'Li-Ion', 'Fingerprint Scanner': 'Yes'}","Rs. 38,223",https://pricebaba.com/laptop/hp-14-ca000nr-7zu92ua-4gb-chromeos
Acer EX215-23 (NX.EH3SI.004) ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': '1920 x 1080, High-Brightness Acer ComfyView LED-Backlit TFT LCD', 'Touchscreen': 'No', 'Processor': 'AMD Quad-Core Ryzen 3', 'Processor Model': '7320U', 'Processor Clock Speed': '2.4GHz', 'Graphics Processor': 'AMD Radeon', 'RAM': '8GB', 'Memory Slots': '1', 'RAM Type': 'LPDDR5', 'Hard Drive Capacity': '512GB', 'Weight': '1.78 Kg', 'Dimensions (mm)': '362 x 237 x 18.9', 'Colour': 'Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '45 / 65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Multi-Gesture Touchpad, Supporting Two-Finger Scroll; Pinch; Gestures To Open Cortana, Action Center, Multitasking; Application Commands', 'Keyboard': '99-/100-/103-Key Acer Keyboard Layout With International Language Support Including Indicators of CapsLock and F4/Microphone Mute'}","Rs. 30,990",https://pricebaba.com/laptop/acer-ex215-23-nx-eh3si-004-8gb-512gb-ssd-windows
HP 15-dk0042nr (7LP27UA) (Intel Core i5 (9th Gen) 12GB 512GB SSD 4GB Graphics Windows 10) Laptop,"{'Operating System': 'Windows 10 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Type': 'LED', 'Display Feature': 'Diagonal IPS Anti-glare micro-edge WLED-backlit Display', 'Touchscreen': 'No', 'Chipset': 'Intel HM370', 'Processor': 'Intel Core i5 (9th Gen)', 'Processor Model': '9300H', 'Processor Clock Speed': '2.4GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce GTX 1650', 'Graphics Memory': '4 GB', 'RAM': '12GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '2666MHz', 'Hard Drive Capacity': '512GB', 'Weight': '2.25 Kg', 'Dimensions (mm)': '360 x 256 x 23.4', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Battery, AC Adapter, User Guide', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 4.2', 'Optical Drive': 'No', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Audio Technology': 'Bang & Olufsen', 'Webcam': 'Yes', 'Adapter': '150 W AC Adapter W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'HP Imagepad with Multi-touch Gesture Support', 'Keyboard': 'Full-Size, Backlit Keyboard'}","Rs. 1,53,205",https://pricebaba.com/laptop/hp-15-dk0042nr-7lp27ua-intel-core-i5-9th-gen-12gb-4gb-graphics-windows
Dell 3515 (D560790WIN9BE) ( 8GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F WVA AG Narrow Border', 'Touchscreen': 'No', 'Processor': 'AMD Quad-Core Ryzen 5', 'Processor Model': '3450U', 'Processor Clock Speed': '2.1GHz', 'Graphics Processor': 'Intel Integrated', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '358 x 235 x 19', 'Colour': 'Carbon Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'USB 2.0': 'Yes, 1', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad'}","Rs. 48,700",https://pricebaba.com/laptop/dell-3515-d560790win9be-8gb-512gb-ssd-windows
Asus 16X K3605ZF-MB541WS (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16 inch(40.64 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F+ (1920 x 1200) 16:10 Aspect Ratio, 120Hz Refresh Rate, 100% sRGB Color Gamut, Anti-Glare Display', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (12th Gen)', 'Processor Model': '12450H', 'Processor Clock Speed': '2.0GHz', 'Cache': '12 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 2050', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '2', 'RAM Type': 'DDR4', 'Hard Drive Type': 'SSD M.2/Optane', 'Hard Drive Capacity': '512GB', 'Weight': '1.80 Kg', 'Dimensions (mm)': '491 x 311 x 66', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.3', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '120 W', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Touchpad', 'Keyboard': 'Backlit Chiclet Keyboard With Num-Key, 1.4mm Key-Travel', 'Fingerprint Scanner': 'Yes'}","Rs. 65,990",https://pricebaba.com/laptop/asus-16x-k3605zf-mb541ws-intel-core-i5-12th-gen-16gb-512gb-ssd-4gb-graphics-windows
MSI 12HW-012IN (Intel Core i5 (12th Gen) 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': ', 144Hz 45%NTSC IPS-Level', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (12th Gen)', 'Processor Model': '12450H', 'Processor Clock Speed': '3.3GHz', 'Graphics Processor': 'Intel Arc A370M', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'Hard Drive Capacity': '512GB', 'Weight': '1.86 Kg', 'Dimensions (mm)': '359 x 254 x 21.7', 'Colour': 'Black', 'Warranty': '2 Years', 'Sales Package': 'Laptop, Power Adapter, User Manual, Warranty Card', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Keyboard': 'Single Backlit Keyboard (Red)'}","Rs. 52,990",https://pricebaba.com/laptop/msi-12hw-012in-intel-core-i5-12th-gen-16gb-512gb-ssd-4gb-graphics-windows
Asus FX777ZE-HX052WS (Intel Core i7 (12th Gen) 16GB 1TB SSD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '17.3 inch(43.94 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F, IPS-level, Anti-glare display (Brightness 250nits, NTSC 45%, SRGB 62.50%)', 'Touchscreen': 'No', 'Processor': 'Intel Core i7 (12th Gen)', 'Processor Model': '12700H', 'Processor Clock Speed': '4.7GHz', 'Cache': '24 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3050', 'Graphics Memory': '4 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '1', 'RAM Type': 'DDR5', 'Hard Drive Capacity': '1TB', 'Weight': '2.60 Kg', 'Dimensions (mm)': '395 x 264 x 25.4', 'Colour': 'Jaeger Gray', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.2', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Webcam': 'Yes', 'Adapter': '200 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Keyboard': 'Backlit Chiclet Keyboard RGB'}","Rs. 1,14,990",https://pricebaba.com/laptop/asus-fx777ze-hx052ws-16gb-1tb-ssd-4gb-graphics-windows
Lenovo Slim 5 Gen 6 (82LN00JSIN) ( 16GB 512GB SSD Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920x1080) IPS 300nits Anti-glare, 45% NTSC', 'Touchscreen': 'No', 'Processor': 'AMD Octa-Core Ryzen 7', 'Processor Model': '5700U', 'Processor Clock Speed': '1.8GHz', 'Cache': '4 MB', 'Graphics Processor': 'AMD Radeon', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '512GB', 'Weight': '1.39 Kg', 'Dimensions (mm)': '321.57 x 211.59 x 17.9', 'Colour': 'Graphite Grey', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.1', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '14 Hrs', 'Battery Cell': '3 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Clickpad', 'Keyboard': 'Backlit, English', 'Fingerprint Scanner': 'Yes'}","Rs. 59,999",https://pricebaba.com/laptop/lenovo-slim-5-gen-6-82ln00jsin-16gb-512gb-ssd-windows
Acer PHN16-71 (NH.QLTSI.001) ( 16GB 512GB SSD 6GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '16 inch(40.64 cm)', 'Screen Resolution': '1920 x 1200 pixels', 'Display Feature': 'Display With IPS (In-Plane Switching) Technology, WUXGA 1920 x 1200, High-Brightness (400 nits) Acer ComfyView LED-Backlit TFT LCD, Supporting 165 Hz, Grey to Grey 3 ms By Overdrive, Nvidia Advanced Optimus Capable', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (13th Gen)', 'Processor Model': '13500HX', 'Graphics Processor': 'NVIDIA GeForce RTX 4050', 'Graphics Memory': '6 GB', 'RAM': '16GB', 'RAM Upgradable to': 'Up to 32GB', 'Memory Slots': '2', 'RAM Type': 'DDR5', 'Hard Drive Capacity': '512GB', 'Weight': '2.6 Kg', 'Dimensions (mm)': '361 x 279 x 26.5', 'Colour': 'Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 a/b/g/n/ac', 'Bluetooth': 'Yes, 5.1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '230 W', 'Battery Cell': '4 Cell', 'Battery Type': 'Li-Ion', 'Pointing Device': 'Multi-Gesture Touchpad, Supporting Two-Finger Scroll; Pinch; Gestures To Open Cortana, Action Center, Multitasking; Application Commands', 'Keyboard': '103-/104-/107-Key FineTip RGB-Backlit Keyboard With Independent Standard Numeric Keypad, International Language Support'}","Rs. 1,09,990",https://pricebaba.com/laptop/acer-phn16-71-nh-qltsi-001-16gb-512gb-ssd-6gb-graphics-windows
Lenovo Gaming 3 15IHU6 (82K101G0IN) (Intel Core i5 (11th Gen) 8GB 1TB256GB SSD HDD 4GB Graphics Windows 11) Laptop,"{'Operating System': 'Windows 11 Home Basic', 'Screen Size': '15.6 inch(39.62 cm)', 'Screen Resolution': '1920 x 1080 pixels', 'Display Feature': 'F (1920x1080), IPS 120 Hz Refresh Rate, 250Nits Brightness Anti-glare 45% NTSC', 'Touchscreen': 'No', 'Processor': 'Intel Core i5 (11th Gen)', 'Processor Model': '11300H', 'Processor Clock Speed': '3.1GHz', 'Cache': '8 MB', 'Graphics Processor': 'NVIDIA GeForce RTX 3050', 'Graphics Memory': '4 GB', 'RAM': '8GB', 'RAM Upgradable to': 'Up to 16GB', 'Memory Slots': '1', 'RAM Type': 'DDR4', 'RAM Speed': '3200MHz', 'Hard Drive Capacity': '1TB', 'Weight': '2.25 Kg', 'Dimensions (mm)': '360 x 252 x 24', 'Colour': 'Shadow Black', 'Warranty': '1 Year', 'Sales Package': 'Laptop, Power Adaptor, User Guide, Warranty Documents', 'Wi-Fi': 'Yes, 802.11 b/g/n/ax', 'Bluetooth': 'Yes, 5.0', 'USB Type C': 'Yes, 1', 'Input': 'Headphone + Microphone Combo Jack', 'Speakers': 'Yes', 'Webcam': 'Yes', 'Adapter': '65 W', 'Battery Life (Up to)': '6 Hrs', 'Battery Type': 'Li-Ion', 'Keyboard': 'Full-size 4-Zone white Backlit legendary TrueStrike Keyboard with 100% Anti-Ghosting, Anti-Abrasion & Soft-Landing switches | 1.5 mm Key Travel | Large Arrow Keys| 1 piece TrackPad'}","Rs. 63,990",https://pricebaba.com/laptop/lenovo-gaming-3-15ihu6-82k101g0in-intel-core-i5-11th-gen-8gb-1tb256gb-ssd-hdd-4gb-graphics-windows
